324.29,220.1,346.51,162.22,371.71,171.9,349.49,229.78
323.9,220.12,346.05,162.15,371.26,171.78,349.12,229.76
323.52,220.15,345.59,162.07,370.82,171.66,348.74,229.73
323.14,220.17,345.13,162.0,370.37,171.54,348.37,229.71
322.75,220.19,344.67,161.93,369.92,171.43,348.0,229.69
322.37,220.21,344.21,161.85,369.47,171.31,347.62,229.66
321.98,220.23,343.76,161.78,369.02,171.19,347.25,229.64
321.6,220.25,343.3,161.71,368.57,171.07,346.87,229.62
321.22,220.27,342.84,161.63,368.12,170.95,346.5,229.59
320.84,220.3,342.38,161.56,367.67,170.84,346.12,229.57
320.45,220.32,341.92,161.49,367.22,170.72,345.75,229.55
320.07,220.34,341.46,161.41,366.77,170.6,345.38,229.52
319.69,220.36,341.0,161.34,366.32,170.48,345.0,229.5
319.31,220.38,340.54,161.27,365.87,170.37,344.63,229.48
318.92,220.4,340.08,161.2,365.41,170.25,344.26,229.45
318.54,220.42,339.62,161.12,364.96,170.13,343.88,229.43
318.16,220.44,339.16,161.05,364.51,170.01,343.51,229.41
317.78,220.46,338.7,160.98,364.06,169.9,343.14,229.38
318.09,220.09,338.94,160.51,364.3,169.38,343.45,228.96
318.4,219.72,339.17,160.04,364.54,168.87,343.77,228.55
318.71,219.34,339.4,159.57,364.78,168.36,344.09,228.13
319.02,218.97,339.63,159.11,365.02,167.85,344.41,227.71
319.33,218.59,339.86,158.64,365.26,167.34,344.73,227.29
319.64,218.22,340.09,158.17,365.5,166.82,345.05,226.87
319.95,217.84,340.32,157.7,365.74,166.31,345.37,226.45
320.26,217.47,340.55,157.24,365.97,165.8,345.69,226.03
320.57,217.1,340.78,156.77,366.21,165.29,346.0,225.61
320.89,216.72,341.01,156.3,366.45,164.78,346.32,225.19
321.2,216.35,341.24,155.83,366.69,164.26,346.64,224.78
321.51,215.97,341.47,155.37,366.93,163.75,346.96,224.36
321.82,215.6,341.7,154.9,367.16,163.24,347.28,223.94
322.13,215.22,341.93,154.43,367.4,162.73,347.6,223.52
322.45,214.85,342.16,153.97,367.64,162.22,347.92,223.1
322.76,214.47,342.39,153.5,367.88,161.7,348.24,222.68
323.07,214.1,342.62,153.03,368.11,161.19,348.56,222.26
323.38,213.72,342.85,152.56,368.35,160.68,348.88,221.84
323.7,213.35,343.08,152.1,368.59,160.17,349.2,221.42
324.01,212.97,343.31,151.63,368.82,159.66,349.52,221.0
324.32,212.6,343.54,151.16,369.06,159.15,349.84,220.58
324.64,212.22,343.77,150.7,369.3,158.64,350.16,220.16
324.95,211.85,344.0,150.23,369.53,158.12,350.48,219.74
325.26,211.47,344.23,149.76,369.77,157.61,350.8,219.32
