40.15,111.09,40.15,64.15,59.39,64.15,59.39,111.09
40.61,109.6,40.61,62.66,59.83,62.66,59.83,109.6
41.04,108.1,41.04,61.17,60.28,61.18,60.28,108.1
41.5,106.61,41.5,59.69,60.72,59.69,60.72,106.61
41.94,105.12,41.94,58.2,61.18,58.2,61.18,105.12
42.39,103.63,42.39,56.71,61.61,56.71,61.61,103.63
42.76,103.49,42.76,56.55,62.0,56.55,62.0,103.49
43.14,103.34,43.14,56.41,62.36,56.4,62.36,103.34
43.5,103.18,43.5,56.26,62.74,56.26,62.74,103.18
43.88,103.04,43.88,56.1,63.11,56.1,63.11,103.04
44.25,102.9,44.25,55.97,63.49,55.96,63.49,102.9
44.47,105.65,44.47,58.72,63.71,58.71,63.71,105.65
44.69,108.4,44.69,61.48,63.93,61.48,63.93,108.4
44.93,111.15,44.93,64.23,64.15,64.23,64.15,111.15
45.14,113.91,45.14,66.99,64.38,66.99,64.38,113.91
45.36,116.66,45.36,69.74,64.6,69.74,64.6,116.66
46.42,118.54,46.42,71.6,65.64,71.6,65.64,118.54
47.46,120.4,47.46,73.46,66.68,73.46,66.68,120.4
48.5,122.26,48.5,75.32,67.72,75.32,67.72,122.26
49.54,124.12,49.54,77.18,68.76,77.18,68.76,124.12
50.58,125.99,50.58,79.05,69.82,79.05,69.82,125.99
52.22,126.95,52.22,80.01,71.46,80.01,71.46,126.95
53.86,127.91,53.86,80.99,73.08,80.99,73.08,127.91
55.5,128.88,55.5,81.96,74.72,81.96,74.72,128.88
57.14,129.85,57.14,82.93,76.36,82.93,76.36,129.85
58.78,130.82,58.78,83.9,78.0,83.9,78.0,130.82
59.97,130.82,59.97,83.9,79.19,83.9,79.19,130.82
61.15,130.82,61.15,83.9,80.38,83.9,80.38,130.82
62.36,130.82,62.36,83.9,81.58,83.9,81.58,130.82
63.55,130.82,63.55,83.9,82.78,83.9,82.78,130.82
64.74,130.82,64.74,83.9,83.96,83.9,83.96,130.82
65.71,130.15,65.71,83.23,84.93,83.23,84.93,130.15
66.68,129.49,66.68,82.55,85.9,82.55,85.9,129.49
67.64,128.82,67.64,81.88,86.86,81.88,86.86,128.82
68.61,128.15,68.61,81.21,87.83,81.21,87.83,128.15
69.58,127.48,69.58,80.54,88.81,80.54,88.81,127.48
69.8,126.43,69.8,79.49,89.03,79.49,89.03,126.43
70.03,125.38,70.03,78.46,89.25,78.46,89.25,125.38
70.25,124.33,70.25,77.41,89.47,77.41,89.47,124.33
70.47,123.29,70.47,76.37,89.7,76.37,89.7,123.29
70.69,122.25,70.69,75.33,89.92,75.33,89.92,122.25
70.76,122.32,70.76,75.4,89.99,75.4,89.99,122.32
70.85,122.4,70.85,75.48,90.07,75.48,90.07,122.4
70.92,122.49,70.92,75.55,90.14,75.55,90.14,122.49
71.0,122.55,71.0,75.62,90.22,75.62,90.22,122.55
71.07,122.62,71.07,75.7,90.29,75.7,90.29,122.62
71.0,123.74,71.0,76.82,90.22,76.82,90.22,123.74
70.92,124.87,70.92,77.93,90.14,77.93,90.14,124.87
70.85,125.98,70.85,79.04,90.07,79.04,90.07,125.98
70.76,127.09,70.76,80.17,89.99,80.17,89.99,127.09
70.69,128.21,70.69,81.29,89.92,81.29,89.92,128.21
70.4,128.88,70.4,81.96,89.62,81.96,89.62,128.88
70.1,129.55,70.1,82.63,89.32,82.63,89.32,129.55
69.8,130.22,69.8,83.3,89.03,83.3,89.03,130.22
69.51,130.89,69.51,83.97,88.74,83.97,88.74,130.89
69.21,131.56,69.21,84.64,88.43,84.64,88.43,131.56
68.76,131.56,68.76,84.64,87.99,84.64,87.99,131.56
68.31,131.56,68.31,84.64,87.53,84.64,87.53,131.56
67.87,131.56,67.87,84.64,87.1,84.64,87.1,131.56
67.42,131.56,67.42,84.64,86.64,84.64,86.64,131.56
66.97,131.56,66.97,84.64,86.19,84.64,86.19,131.56
66.22,130.66,66.22,83.74,85.45,83.74,85.45,130.66
65.47,129.77,65.47,82.85,84.7,82.85,84.7,129.77
64.74,128.88,64.74,81.96,83.96,81.96,83.96,128.88
64.0,127.98,64.0,81.06,83.22,81.06,83.22,127.98
63.25,127.09,63.25,80.17,82.47,80.17,82.47,127.09
62.94,126.2,62.94,79.28,82.17,79.28,82.17,126.2
62.65,125.3,62.65,78.38,81.88,78.38,81.88,125.3
62.36,124.41,62.36,77.49,81.58,77.49,81.58,124.41
62.06,123.52,62.06,76.6,81.28,76.6,81.28,123.52
61.76,122.62,61.76,75.7,80.99,75.7,80.99,122.62
61.31,122.1,61.31,75.18,80.53,75.18,80.53,122.1
60.87,121.59,60.87,74.65,80.1,74.65,80.1,121.59
60.42,121.07,60.42,74.13,79.64,74.13,79.64,121.07
59.97,120.54,59.97,73.62,79.19,73.62,79.19,120.54
59.53,120.02,59.53,73.1,78.75,73.1,78.75,120.02
59.3,119.12,59.3,72.2,78.53,72.2,78.53,119.12
59.08,118.24,59.08,71.3,78.31,71.3,78.31,118.24
58.86,117.34,58.86,70.4,78.08,70.4,78.08,117.34
58.62,116.45,58.62,69.51,77.85,69.51,77.85,116.45
58.4,115.55,58.4,68.62,77.63,68.62,77.63,115.55
