174.5,179.0,174.5,17.0,211.5,17.0,211.5,179.0
174.21,179.39,174.23,18.28,211.29,18.29,211.28,179.39
173.93,179.78,173.95,19.57,211.08,19.57,211.05,179.79
173.64,180.17,173.68,20.85,210.87,20.86,210.83,180.18
173.35,180.56,173.41,22.13,210.66,22.14,210.6,180.58
173.07,180.95,173.13,23.42,210.45,23.43,210.38,180.97
172.78,181.34,172.86,24.7,210.23,24.72,210.16,181.36
172.49,181.74,172.59,25.98,210.02,26.0,209.93,181.76
172.21,182.13,172.31,27.26,209.81,27.29,209.71,182.15
171.92,182.52,172.04,28.55,209.6,28.58,209.49,182.55
171.64,182.91,171.76,29.83,209.39,29.86,209.26,182.94
171.35,183.3,171.49,31.11,209.18,31.15,209.04,183.33
171.06,183.69,171.22,32.4,208.97,32.43,208.81,183.73
170.78,184.08,170.94,33.68,208.75,33.72,208.59,184.12
170.49,184.47,170.67,34.96,208.54,35.01,208.37,184.52
170.21,184.86,170.39,36.25,208.33,36.29,208.15,184.91
169.92,185.25,170.12,37.53,208.12,37.58,207.92,185.3
169.64,185.64,169.84,38.81,207.91,38.87,207.7,185.7
169.35,186.03,169.57,40.09,207.69,40.15,207.48,186.09
169.07,186.42,169.29,41.38,207.48,41.44,207.25,186.49
168.78,186.82,169.02,42.66,207.27,42.72,207.03,186.88
168.5,187.21,168.74,43.94,207.06,44.01,206.81,187.27
168.21,187.6,168.47,45.23,206.84,45.3,206.59,187.67
167.93,187.99,168.19,46.51,206.63,46.58,206.36,188.06
167.64,188.38,167.92,47.79,206.42,47.87,206.14,188.46
167.36,188.77,167.64,49.08,206.21,49.16,205.92,188.85
167.07,189.16,167.37,50.36,205.99,50.44,205.7,189.24
166.79,189.55,167.09,51.64,205.78,51.73,205.47,189.64
166.5,189.94,166.82,52.92,205.57,53.01,205.25,190.03
166.22,190.33,166.54,54.21,205.36,54.3,205.03,190.43
165.93,190.72,166.27,55.49,205.14,55.59,204.81,190.82
165.65,191.11,165.99,56.77,204.93,56.87,204.58,191.21
165.36,191.5,165.72,58.06,204.72,58.16,204.36,191.61
165.08,191.89,165.44,59.34,204.5,59.45,204.14,192.0
164.79,192.29,165.17,60.62,204.29,60.73,203.92,192.4
164.51,192.68,164.89,61.91,204.08,62.02,203.7,192.79
164.23,193.07,164.61,63.19,203.86,63.31,203.48,193.18
163.94,193.46,164.34,64.47,203.65,64.59,203.25,193.58
163.66,193.85,164.06,65.75,203.44,65.88,203.03,193.97
163.37,194.24,163.79,67.04,203.22,67.16,202.81,194.37
163.09,194.63,163.51,68.32,203.01,68.45,202.59,194.76
161.23,194.49,164.83,69.13,204.37,70.26,200.77,195.63
159.4,194.32,166.14,69.97,205.7,72.12,198.97,196.46
157.61,194.1,167.43,70.86,206.99,74.01,197.18,197.25
155.86,193.85,168.71,71.78,208.25,75.94,195.4,198.01
154.15,193.56,169.98,72.74,209.46,77.91,193.63,198.73
152.48,193.23,171.24,73.73,210.63,79.92,191.88,199.41
150.85,192.87,172.48,74.77,211.76,81.96,190.14,200.06
149.27,192.47,173.7,75.83,212.85,84.03,188.42,200.67
147.72,192.04,174.9,76.93,213.9,86.14,186.72,201.25
146.22,191.59,176.09,78.06,214.9,88.27,185.03,201.8
144.77,191.1,177.26,79.23,215.86,90.44,183.36,202.31
143.36,190.58,178.41,80.42,216.77,92.63,181.72,202.79
141.99,190.04,179.54,81.65,217.63,94.85,180.09,203.24
140.68,189.48,180.65,82.91,218.45,97.09,178.48,203.66
139.4,188.89,181.74,84.2,219.23,99.36,176.9,204.05
138.18,188.28,182.8,85.51,219.95,101.65,175.33,204.41
137.01,187.65,183.84,86.86,220.63,103.95,173.79,204.74
135.88,187.0,184.86,88.23,221.26,106.28,172.28,205.05
136.7,188.12,185.43,86.61,221.24,103.8,172.51,205.31
137.56,189.25,185.98,84.99,221.18,101.33,172.76,205.59
138.46,190.36,186.5,83.34,221.08,98.86,173.04,205.88
139.4,191.47,187.0,81.69,220.94,96.4,173.34,206.19
140.38,192.58,187.48,80.02,220.76,93.95,173.66,206.5
141.4,193.67,187.93,78.34,220.54,91.5,174.01,206.83
142.45,194.76,188.36,76.65,220.29,89.06,174.38,207.17
143.55,195.84,188.76,74.95,219.99,86.63,174.78,207.52
144.68,196.92,189.14,73.24,219.66,84.21,175.2,207.89
145.86,197.98,189.49,71.51,219.28,81.79,175.65,208.26
147.07,199.03,189.81,69.78,218.87,79.39,176.13,208.64
142.1,191.08,194.95,70.06,226.27,83.73,173.42,204.75
137.97,182.52,199.78,70.45,232.83,88.68,171.02,200.75
134.74,173.46,204.33,70.94,238.5,94.13,168.91,196.65
132.44,164.0,208.59,71.47,243.23,99.98,167.07,192.51
131.1,154.25,212.6,72.03,246.99,106.12,165.5,188.34
130.77,144.33,216.37,72.59,249.76,112.44,164.16,184.17
131.43,134.35,219.93,73.12,251.53,118.81,163.03,180.03
133.08,124.42,223.3,73.62,252.31,125.12,162.09,175.93
135.71,114.67,226.51,74.06,252.1,131.27,161.3,171.88
139.3,105.19,229.6,74.44,250.95,137.14,160.65,167.89
143.79,96.1,232.57,74.75,248.89,142.62,160.1,163.97
149.13,87.49,235.48,75.01,245.98,147.62,159.63,160.1
155.27,79.47,238.33,75.2,242.27,152.03,159.21,156.3
158.04,75.33,238.81,76.78,237.42,154.07,156.64,152.61
161.02,71.54,239.13,78.38,232.35,155.75,154.24,148.91
164.19,68.12,239.28,79.99,227.1,157.06,152.01,145.2
167.51,65.09,239.28,81.59,221.7,158.0,149.93,141.49
170.94,62.44,239.12,83.19,216.19,158.54,148.01,137.79
174.46,60.19,238.81,84.76,210.58,158.69,146.23,134.11
178.03,58.34,238.37,86.31,204.93,158.43,144.6,130.46
181.62,56.89,237.79,87.82,199.26,157.78,143.09,126.84
185.2,55.84,237.08,89.3,193.6,156.72,141.72,123.26
197.97,54.95,237.45,108.87,176.52,153.49,137.04,99.57
209.79,58.15,228.7,127.54,160.39,146.17,141.47,76.77
219.65,65.07,211.98,141.71,146.21,135.12,153.89,58.48
226.64,75.13,189.76,148.5,134.92,120.94,171.79,47.57
229.94,87.54,165.49,146.29,127.31,104.41,191.76,45.66
228.91,101.27,142.96,134.93,124.02,86.55,209.97,52.89
223.18,115.12,125.78,115.83,125.44,68.58,222.84,67.87
219.21,122.06,123.65,104.49,132.21,57.97,227.76,75.54
213.68,127.81,123.36,92.67,140.53,48.54,230.85,83.67
206.86,132.1,124.96,80.74,150.15,40.58,232.05,91.94
199.04,134.71,128.44,69.03,160.76,34.29,231.36,99.96
190.56,135.49,133.71,57.91,172.04,29.83,228.89,107.41
181.78,134.36,140.64,47.69,183.61,27.29,224.75,113.96
173.08,131.28,149.03,38.66,195.11,26.69,219.16,119.31
164.8,126.32,158.61,31.07,206.18,27.98,212.37,123.23
157.31,119.59,169.11,25.11,216.47,31.03,204.67,125.51
151.3,114.74,179.17,23.96,224.84,37.98,196.96,128.76
146.43,108.74,189.46,24.36,232.06,46.09,189.03,130.47
142.89,101.81,199.7,26.33,237.95,55.12,181.14,130.6
140.82,94.2,209.64,29.84,242.38,64.84,173.55,129.2
140.31,86.17,219.02,34.8,245.24,74.98,166.53,126.34
141.41,78.0,227.59,41.1,246.49,85.25,160.31,122.15
144.12,69.97,235.13,48.58,246.14,95.38,155.12,116.78
148.38,62.37,241.48,57.03,244.23,105.08,151.13,110.42
154.09,55.45,246.47,66.25,240.87,114.11,148.49,103.31
